id_department,department_name,terrain_area,old_antenna,new_antenna_type
11,Cesar,1860400,29,c
20,Meta,1015800,22,d
1,Amazonas,175200,12,a
20,Meta,1086200,30,d
7,Caldas,1391200,26,a
28,Sucre,208000,4,c
10,Cauca,1415600,2,e
32,Vichada,1660800,19,c
14,Cundinamarca,1431400,28,e
26,San Andres y Providencia,1944600,21,a
7,Caldas,796400,23,e
21,Narino,797200,10,b
16,Guaviare,336400,30,c
22,Norte de Santander,473200,3,a
14,Cundinamarca,1279800,5,a
3,Arauca,691800,8,e
9,Casanare,387000,24,e
18,La Guajira,853400,4,d
10,Cauca,489800,23,e
10,Cauca,1707400,14,b
24,Quindio,767200,30,b
7,Caldas,1535200,10,b
11,Cesar,892600,1,c
18,La Guajira,1294400,23,d
15,Guainia,688400,6,d
25,Risaralda,1576000,28,e
3,Arauca,197600,5,c
7,Caldas,27000,23,a
2,Antioquia,1727200,27,d
11,Cesar,931000,16,c
27,Santander,711200,3,b
16,Guaviare,1686400,2,d
19,Magdalena,1425800,2,d
4,Atlantico,1352800,24,a
26,San Andres y Providencia,116400,3,b
23,Putumayo,261800,24,a
17,Huila,1587400,27,a
26,San Andres y Providencia,1314200,23,c
6,Boyaca,1369000,9,c
6,Boyaca,14600,2,a
3,Arauca,1419800,18,b
11,Cesar,966000,27,d
5,Bolivar,1142600,20,a
7,Caldas,1975800,8,d
10,Cauca,412000,11,e
12,Choco,1561600,24,b
27,Santander,321000,6,c
16,Guaviare,1318800,24,d
28,Sucre,36400,5,e
2,Antioquia,686800,23,a
5,Bolivar,962400,8,b
30,Valle del Cauca,975000,22,b
31,Vaupes,3000,1,c
23,Putumayo,1052000,13,a
14,Cundinamarca,796000,14,a
12,Choco,167600,11,b
19,Magdalena,1532600,5,c
16,Guaviare,703200,16,c
13,Cordoba,336200,7,d
27,Santander,1931600,8,c
1,Amazonas,1546600,9,c
23,Putumayo,460000,4,c
2,Antioquia,1948200,18,b
1,Amazonas,1807400,24,a
32,Vichada,1066600,1,d
13,Cordoba,500400,27,a
1,Amazonas,1801800,17,b
20,Meta,1457400,3,b
24,Quindio,1779600,10,c
13,Cordoba,404000,19,a
18,La Guajira,1417400,6,d
28,Sucre,451000,9,c
26,San Andres y Providencia,185200,25,d
16,Guaviare,235000,3,b
13,Cordoba,971000,29,d
30,Valle del Cauca,1034600,21,c
29,Tolima,151400,17,b
14,Cundinamarca,1011400,30,e
20,Meta,1484000,14,d
18,La Guajira,422800,23,c
28,Sucre,657400,30,e
8,Caqueta,888000,24,b
1,Amazonas,1187400,27,d
30,Valle del Cauca,1499000,9,d
17,Huila,132400,1,a
2,Antioquia,1474200,28,a
5,Bolivar,1968600,9,d
22,Norte de Santander,1404200,26,d
24,Quindio,481600,1,e
24,Quindio,525400,10,d
32,Vichada,169000,5,c
22,Norte de Santander,1321000,24,e
26,San Andres y Providencia,946600,5,d
27,Santander,748400,30,e
5,Bolivar,1343600,11,b
2,Antioquia,1315800,0,a
29,Tolima,1850200,30,b
25,Risaralda,189000,18,b
23,Putumayo,1370400,20,d
10,Cauca,1788000,17,b
4,Atlantico,1448800,0,e
17,Huila,907200,13,e
32,Vichada,1068600,17,e
13,Cordoba,1079600,3,e
19,Magdalena,1575200,20,a
24,Quindio,780200,19,a
28,Sucre,818400,1,e
20,Meta,498800,1,c
32,Vichada,1402000,29,b
20,Meta,1665000,18,a
30,Valle del Cauca,928600,8,c
25,Risaralda,240000,19,c
19,Magdalena,150400,3,b
5,Bolivar,870600,19,b
31,Vaupes,532800,28,a
32,Vichada,1329000,6,c
1,Amazonas,155200,5,a
30,Valle del Cauca,1630600,20,d
3,Arauca,264000,14,b
28,Sucre,457800,23,e
16,Guaviare,575800,23,a
25,Risaralda,1328400,1,d
24,Quindio,851000,19,a
8,Caqueta,1718000,2,d
18,La Guajira,1896600,25,a
10,Cauca,296200,0,b
9,Casanare,1573000,19,c
13,Cordoba,205200,23,c
2,Antioquia,28800,0,b
27,Santander,659600,29,c
6,Boyaca,564800,11,b
9,Casanare,408200,26,d
4,Atlantico,1808800,24,d
6,Boyaca,229600,18,e
22,Norte de Santander,659200,0,b
32,Vichada,1678400,12,b
31,Vaupes,1810400,18,a
21,Narino,1932400,25,d
18,La Guajira,1541800,1,b
13,Cordoba,283800,14,a
14,Cundinamarca,796800,26,e
24,Quindio,34000,27,d
1,Amazonas,259800,23,c
13,Cordoba,271200,6,d
29,Tolima,305200,6,b
3,Arauca,1444800,4,d
31,Vaupes,168600,14,b
23,Putumayo,1464200,0,e
17,Huila,260600,15,d
8,Caqueta,1900000,14,b
13,Cordoba,417800,8,e
28,Sucre,1550800,14,e
23,Putumayo,1084200,30,a
16,Guaviare,741200,2,a
31,Vaupes,666600,20,e
13,Cordoba,203800,18,b
8,Caqueta,880600,20,c
2,Antioquia,1286000,3,e
29,Tolima,1888800,5,c
19,Magdalena,1402600,30,c
20,Meta,183200,29,b
15,Guainia,16400,15,b
16,Guaviare,55600,9,e
32,Vichada,40800,26,b
9,Casanare,411000,23,b
15,Guainia,1659600,27,a
2,Antioquia,1820400,2,b
9,Casanare,370000,22,d
30,Valle del Cauca,1157400,4,a
30,Valle del Cauca,1449000,5,d
21,Narino,123800,22,a
7,Caldas,281800,7,e
7,Caldas,511600,7,d
21,Narino,1692800,9,c
5,Bolivar,1910400,9,d
12,Choco,1232200,8,d
25,Risaralda,840200,8,b
28,Sucre,1096000,2,b
26,San Andres y Providencia,337000,26,a
30,Valle del Cauca,1109800,8,e
30,Valle del Cauca,489800,10,e
2,Antioquia,886000,26,a
1,Amazonas,1582600,9,d
16,Guaviare,914600,15,a
8,Caqueta,943000,25,d
17,Huila,323400,14,c
29,Tolima,19000,28,a
17,Huila,210200,4,d
28,Sucre,744200,7,a
6,Boyaca,1138200,25,e
29,Tolima,118200,20,c
5,Bolivar,1970000,12,d
10,Cauca,1050400,11,a
10,Cauca,861200,2,d
20,Meta,1134400,30,c
7,Caldas,1763000,2,a
23,Putumayo,1207600,20,e
26,San Andres y Providencia,771000,25,a
20,Meta,1926400,3,d
9,Casanare,1858000,4,b
10,Cauca,1443000,21,b
10,Cauca,360200,19,b
10,Cauca,268400,7,e
2,Antioquia,803400,16,b
23,Putumayo,593800,0,c
23,Putumayo,1419200,7,a
22,Norte de Santander,1670600,5,d
10,Cauca,922600,2,b
18,La Guajira,248000,7,a
2,Antioquia,972800,6,a
20,Meta,1031800,22,e
21,Narino,1297600,23,a
8,Caqueta,1247000,21,e
16,Guaviare,1207200,8,e
7,Caldas,1170200,8,d
28,Sucre,1836400,4,c
14,Cundinamarca,1286800,21,b
31,Vaupes,1420000,5,d
27,Santander,1414600,17,c
14,Cundinamarca,1079800,19,b
5,Bolivar,1644000,28,b
1,Amazonas,769800,0,e
13,Cordoba,1224400,17,e
25,Risaralda,59600,29,d
27,Santander,185200,22,b
19,Magdalena,544400,25,b
23,Putumayo,914200,19,d
15,Guainia,97800,19,c
30,Valle del Cauca,1211600,6,b
14,Cundinamarca,596800,2,b
26,San Andres y Providencia,623000,16,c
5,Bolivar,1482800,8,e
30,Valle del Cauca,869400,19,a
14,Cundinamarca,113600,2,c
11,Cesar,1521600,7,b
13,Cordoba,184400,1,e
14,Cundinamarca,878600,8,c
18,La Guajira,775200,21,b
28,Sucre,323000,14,b
29,Tolima,1729200,26,a
20,Meta,1018600,4,b
13,Cordoba,681000,8,d
24,Quindio,1696400,0,d
4,Atlantico,70800,9,b
24,Quindio,1212600,21,a
31,Vaupes,1517000,2,b
5,Bolivar,1650400,28,c
10,Cauca,1123800,2,c
9,Casanare,198200,13,b
29,Tolima,1521800,2,b
29,Tolima,514000,26,c
11,Cesar,1257600,1,a
19,Magdalena,518400,4,e
21,Narino,307000,21,b
27,Santander,878400,10,b
26,San Andres y Providencia,400000,28,d
23,Putumayo,1464200,1,a
9,Casanare,1856200,13,c
13,Cordoba,1798400,6,a
18,La Guajira,693400,8,d
30,Valle del Cauca,1937600,3,d
5,Bolivar,1299400,8,d
24,Quindio,312400,19,b
3,Arauca,1154200,24,b
20,Meta,1827000,3,d
10,Cauca,1649000,18,e
16,Guaviare,147200,14,b
13,Cordoba,753200,1,e
24,Quindio,459600,12,c
6,Boyaca,1907400,18,e
23,Putumayo,257800,11,c
17,Huila,1222800,28,e
17,Huila,1732200,14,e
26,San Andres y Providencia,311000,5,b
19,Magdalena,1587400,0,b
32,Vichada,1668200,10,b
29,Tolima,1284800,2,d
15,Guainia,307800,14,a
12,Choco,775200,7,d
22,Norte de Santander,1215000,5,e
6,Boyaca,1274600,0,d
31,Vaupes,1231000,16,a
2,Antioquia,238400,4,c
12,Choco,1355600,12,d
11,Cesar,1386000,21,b
11,Cesar,1615200,25,e
17,Huila,1883200,28,e
19,Magdalena,204600,11,c
15,Guainia,1185600,3,d
7,Caldas,743200,16,d
31,Vaupes,1689000,27,d
12,Choco,1242200,9,c
12,Choco,1436000,30,c
24,Quindio,1129400,1,c
20,Meta,1550800,9,c
4,Atlantico,1948400,24,d
29,Tolima,1005400,2,b
31,Vaupes,1130200,24,b
22,Norte de Santander,306000,8,a
13,Cordoba,1203400,14,b
2,Antioquia,574600,1,d
5,Bolivar,1465000,17,e
14,Cundinamarca,138600,3,b
8,Caqueta,345400,23,b
31,Vaupes,532600,11,b
10,Cauca,476800,15,e
30,Valle del Cauca,851600,27,a
23,Putumayo,1032200,5,b
13,Cordoba,1935600,5,e
14,Cundinamarca,1649800,21,b
32,Vichada,1829200,29,e
32,Vichada,1177000,17,b
27,Santander,1393400,29,d
19,Magdalena,1518400,2,a
19,Magdalena,371200,29,e
29,Tolima,688800,9,b
17,Huila,788200,5,c
9,Casanare,218800,13,a
32,Vichada,1244600,21,b
15,Guainia,622600,10,e
28,Sucre,851000,12,c
20,Meta,1611400,9,e
12,Choco,631400,16,b
2,Antioquia,744800,30,d
11,Cesar,580400,17,b
1,Amazonas,1368200,15,b
1,Amazonas,241800,4,b
21,Narino,1717200,7,a
18,La Guajira,1989800,25,b
3,Arauca,88400,23,b
1,Amazonas,1182200,15,a
1,Amazonas,1933800,4,b
10,Cauca,962600,23,d
31,Vaupes,1959600,20,d
32,Vichada,749800,8,d
18,La Guajira,1500800,2,d
10,Cauca,1753400,7,c
18,La Guajira,1993000,8,c
13,Cordoba,1973200,29,a
19,Magdalena,61400,7,c
6,Boyaca,668200,27,c
21,Narino,1169200,19,d
29,Tolima,972600,11,e
1,Amazonas,1735800,29,d
1,Amazonas,451400,4,e
4,Atlantico,1527000,24,b
26,San Andres y Providencia,1664600,11,b
5,Bolivar,1896600,10,d
8,Caqueta,1277200,5,e
2,Antioquia,239000,9,b
31,Vaupes,1425200,8,e
9,Casanare,1068200,17,e
29,Tolima,1445000,10,b
26,San Andres y Providencia,893600,15,c
20,Meta,1311000,9,d
6,Boyaca,1588400,7,e
8,Caqueta,2200,22,a
9,Casanare,1539400,27,d
30,Valle del Cauca,1675400,2,c
13,Cordoba,307200,12,d
27,Santander,1724200,14,d
3,Arauca,1239200,15,c
5,Bolivar,905200,10,a
5,Bolivar,1855600,20,a
12,Choco,69000,29,d
4,Atlantico,1066600,21,c
26,San Andres y Providencia,281200,28,b
7,Caldas,384800,20,c
16,Guaviare,1853600,4,a
23,Putumayo,983800,14,e
17,Huila,40800,5,b
32,Vichada,1917200,0,c
16,Guaviare,1022200,14,c
11,Cesar,28000,16,e
13,Cordoba,1182000,18,d
23,Putumayo,693200,9,a
7,Caldas,45600,29,c
24,Quindio,595000,18,e
15,Guainia,1785000,18,d
19,Magdalena,353000,5,c
5,Bolivar,508800,11,c
22,Norte de Santander,1725400,0,e
31,Vaupes,1116000,4,b
22,Norte de Santander,676600,10,c
19,Magdalena,1930000,8,a
21,Narino,1519000,4,b
1,Amazonas,1156200,3,c
25,Risaralda,973200,27,e
16,Guaviare,338800,12,e
7,Caldas,1920800,16,c
1,Amazonas,953200,3,e
24,Quindio,1301000,25,b
20,Meta,13600,19,c
15,Guainia,801000,9,e
7,Caldas,404000,14,c
6,Boyaca,705600,0,d
25,Risaralda,708600,14,d
19,Magdalena,1167800,23,e
31,Vaupes,1819400,18,b
5,Bolivar,1206600,14,b
17,Huila,1594600,2,e
10,Cauca,213600,30,e
4,Atlantico,437000,5,b
7,Caldas,1756000,27,c
28,Sucre,1541800,18,a
12,Choco,199000,3,d
32,Vichada,1024200,18,b
17,Huila,1129800,28,c
26,San Andres y Providencia,1543800,7,c
29,Tolima,1425400,15,d
23,Putumayo,1193800,23,a
17,Huila,93000,3,b
9,Casanare,23200,26,d
16,Guaviare,1148200,7,b
6,Boyaca,1805000,6,b
21,Narino,485200,5,b
30,Valle del Cauca,223800,29,c
7,Caldas,497800,25,e
8,Caqueta,617000,19,d
16,Guaviare,308600,8,e
21,Narino,1106400,1,d
15,Guainia,1471000,23,d
30,Valle del Cauca,1006400,20,b
19,Magdalena,1214800,22,e
27,Santander,1115200,3,b
5,Bolivar,948400,15,c
16,Guaviare,313400,15,d
9,Casanare,68400,24,c
21,Narino,1667400,11,a
5,Bolivar,855600,2,a
9,Casanare,1873200,25,c
18,La Guajira,721800,26,a
15,Guainia,1163000,22,a
7,Caldas,1084200,15,a
13,Cordoba,1880800,27,b
4,Atlantico,505800,4,d
4,Atlantico,1000000,9,b
6,Boyaca,519200,3,c
31,Vaupes,528000,1,c
4,Atlantico,574200,16,e
6,Boyaca,1762000,26,d
20,Meta,979200,5,b
20,Meta,902800,24,a
22,Norte de Santander,1431800,12,c
32,Vichada,1493600,8,c
11,Cesar,1024400,24,c
25,Risaralda,210400,26,e
1,Amazonas,1177200,4,d
15,Guainia,404200,20,e
9,Casanare,686800,16,e
18,La Guajira,924400,22,e
13,Cordoba,1157600,4,b
23,Putumayo,83000,22,e
20,Meta,748600,10,e
14,Cundinamarca,168000,6,e
14,Cundinamarca,1207400,20,d
12,Choco,1703000,15,b
23,Putumayo,1199400,0,d
7,Caldas,1440200,8,c
22,Norte de Santander,1769400,30,b
6,Boyaca,434200,3,e
11,Cesar,1820000,19,c
7,Caldas,1554600,7,c
15,Guainia,1026800,17,b
4,Atlantico,175600,5,e
4,Atlantico,1380600,24,c
1,Amazonas,915600,2,b
20,Meta,1582800,24,c
8,Caqueta,1634400,15,c
28,Sucre,1286000,10,d
13,Cordoba,1355200,30,d
23,Putumayo,1187000,29,b
32,Vichada,1723000,0,a
10,Cauca,869200,1,b
28,Sucre,348000,21,b
11,Cesar,1679400,22,b
17,Huila,1622800,21,c
29,Tolima,1245400,0,e
30,Valle del Cauca,207000,7,d
1,Amazonas,1682400,18,c
5,Bolivar,820800,12,e
30,Valle del Cauca,853400,14,c
6,Boyaca,1724800,11,e
10,Cauca,1418400,25,c
9,Casanare,144200,8,e
3,Arauca,1509400,20,d
25,Risaralda,1041200,10,e
21,Narino,808600,10,b
20,Meta,1562400,15,d
6,Boyaca,526000,6,e
30,Valle del Cauca,135400,12,e
15,Guainia,972400,3,e
13,Cordoba,688000,25,d
10,Cauca,646600,22,e
18,La Guajira,781000,13,b
6,Boyaca,299000,3,c
23,Putumayo,1607400,30,d
21,Narino,1177400,23,d
13,Cordoba,949400,26,e
8,Caqueta,1444200,23,b
15,Guainia,268400,23,e
30,Valle del Cauca,1021600,22,b
11,Cesar,922000,25,e
9,Casanare,1163200,0,b
5,Bolivar,1264400,21,c
4,Atlantico,248800,1,a
21,Narino,862600,1,c
4,Atlantico,899800,8,a
30,Valle del Cauca,1377400,29,c
6,Boyaca,1660200,10,b
7,Caldas,462600,2,e
7,Caldas,1673800,11,b
18,La Guajira,1474200,5,b
10,Cauca,2000,27,a
7,Caldas,1405800,14,a
23,Putumayo,721200,5,c
20,Meta,325000,4,c
15,Guainia,1711800,10,d
21,Narino,1623800,15,e
3,Arauca,1537200,13,e
31,Vaupes,1218400,4,d
6,Boyaca,367800,29,c
12,Choco,1858200,4,a
19,Magdalena,594400,25,e
28,Sucre,1201800,0,a
2,Antioquia,1402800,0,a
20,Meta,656800,0,a
28,Sucre,643400,26,a
17,Huila,1364600,23,a
26,San Andres y Providencia,674600,17,e
31,Vaupes,1843000,14,d
18,La Guajira,1795200,22,a
1,Amazonas,1211400,0,b
21,Narino,1390600,23,c
12,Choco,1406000,16,a
25,Risaralda,99600,5,d
29,Tolima,1879200,2,b
25,Risaralda,1923400,17,c
32,Vichada,134000,2,b
20,Meta,612200,15,c
21,Narino,931200,26,b
4,Atlantico,1200800,17,e
7,Caldas,1573600,19,e
9,Casanare,1933200,7,a
8,Caqueta,174400,21,c
22,Norte de Santander,962600,12,c
23,Putumayo,577000,3,a
11,Cesar,945800,30,d
3,Arauca,627200,13,b
20,Meta,519200,7,b
26,San Andres y Providencia,1940600,10,e
11,Cesar,1721600,21,b
7,Caldas,1157200,29,b
4,Atlantico,165600,30,a
3,Arauca,273200,22,a
10,Cauca,1352800,1,e
10,Cauca,1482600,30,e
7,Caldas,1818200,21,c
2,Antioquia,1956200,1,d
16,Guaviare,1108600,18,a
21,Narino,216600,26,c
5,Bolivar,1271600,17,c
9,Casanare,762200,1,b
25,Risaralda,202600,30,e
20,Meta,297200,11,a
9,Casanare,160000,3,a
30,Valle del Cauca,1739600,20,e
22,Norte de Santander,676200,23,d
20,Meta,507200,26,e
21,Narino,5800,6,e
31,Vaupes,744000,8,e
30,Valle del Cauca,1980600,5,a
18,La Guajira,56400,27,c
20,Meta,100600,27,a
12,Choco,369000,25,c
16,Guaviare,1467400,16,e
11,Cesar,1564200,15,d
21,Narino,1702200,10,b
23,Putumayo,1688400,8,d
22,Norte de Santander,405800,5,a
20,Meta,421000,25,d
17,Huila,364000,17,b
5,Bolivar,762600,21,a
27,Santander,860200,11,b
6,Boyaca,35200,26,b
5,Bolivar,1591800,3,c
9,Casanare,949800,30,e
14,Cundinamarca,376800,27,e
11,Cesar,110800,3,a
5,Bolivar,875200,2,b
11,Cesar,571000,30,b
19,Magdalena,299200,17,d
8,Caqueta,442800,14,b
9,Casanare,935800,4,d
7,Caldas,1677200,6,c
10,Cauca,107800,22,a
15,Guainia,1631600,5,a
23,Putumayo,1694400,19,b
28,Sucre,811800,2,c
26,San Andres y Providencia,516000,16,d
5,Bolivar,11400,12,b
14,Cundinamarca,661800,1,d
7,Caldas,1587600,9,e
24,Quindio,1451400,10,d
27,Santander,971600,7,d
29,Tolima,1183800,15,e
13,Cordoba,568200,26,c
17,Huila,728400,2,e
5,Bolivar,1294200,2,b
17,Huila,1270400,17,e
10,Cauca,681800,2,b
20,Meta,1594200,18,c
17,Huila,1076800,14,b
28,Sucre,867600,10,c
4,Atlantico,487800,18,d
27,Santander,1574400,6,b
24,Quindio,1721200,6,d
28,Sucre,1313600,10,a
18,La Guajira,1875600,23,a
18,La Guajira,947600,1,b
18,La Guajira,1770800,6,e
24,Quindio,1796000,25,d
10,Cauca,73800,26,e
7,Caldas,1686400,13,a
17,Huila,393200,30,d
25,Risaralda,1885000,16,a
10,Cauca,124200,25,c
24,Quindio,699600,1,a
29,Tolima,342200,15,e
29,Tolima,1438000,24,d
22,Norte de Santander,900600,9,b
8,Caqueta,1522800,24,d
5,Bolivar,161000,11,d
2,Antioquia,1769200,21,c
28,Sucre,899400,6,b
15,Guainia,3800,28,b
5,Bolivar,1543600,23,c
2,Antioquia,42000,11,e
15,Guainia,1791800,5,b
19,Magdalena,1315800,21,a
21,Narino,1275800,9,e
6,Boyaca,1841200,7,e
25,Risaralda,33000,10,a
4,Atlantico,1123600,16,d
23,Putumayo,1649800,2,b
13,Cordoba,1963400,9,e
1,Amazonas,869400,11,c
22,Norte de Santander,1424800,7,e
1,Amazonas,106200,28,e
22,Norte de Santander,1594800,10,e
12,Choco,300200,25,e
26,San Andres y Providencia,1671400,1,d
28,Sucre,1943200,5,e
9,Casanare,125000,3,a
9,Casanare,1986400,11,c
22,Norte de Santander,322200,5,e
14,Cundinamarca,1324000,26,e
7,Caldas,357400,6,d
2,Antioquia,765200,18,e
18,La Guajira,7800,14,c
31,Vaupes,1167200,1,e
12,Choco,262400,25,d
16,Guaviare,943200,27,d
2,Antioquia,885600,21,e
29,Tolima,296400,24,e
27,Santander,1207200,5,a
15,Guainia,1033200,15,e
18,La Guajira,1071800,4,c
21,Narino,1166400,28,e
13,Cordoba,240000,4,b
14,Cundinamarca,1360800,28,c
14,Cundinamarca,1916000,1,c
6,Boyaca,1437400,22,c
12,Choco,1308200,20,d
29,Tolima,1408200,21,b
32,Vichada,1635200,9,e
19,Magdalena,1935800,30,b
12,Choco,1645200,3,d
18,La Guajira,390200,20,e
22,Norte de Santander,1884400,25,c
8,Caqueta,449600,0,e
32,Vichada,668400,12,e
7,Caldas,1242800,26,c
21,Narino,1814000,20,e
28,Sucre,1253000,22,c
32,Vichada,987200,25,d
14,Cundinamarca,174800,7,d
8,Caqueta,976400,3,a
24,Quindio,1275200,24,a
28,Sucre,923200,11,e
5,Bolivar,1380800,25,a
23,Putumayo,1535600,8,b
5,Bolivar,239000,4,d
12,Choco,1941000,12,b
7,Caldas,649600,30,e
2,Antioquia,1370400,30,e
27,Santander,1578800,21,c
20,Meta,1568400,9,e
3,Arauca,92000,8,c
8,Caqueta,811600,3,c
3,Arauca,1189200,3,b
8,Caqueta,556400,14,e
24,Quindio,747800,27,b
24,Quindio,1500400,27,b
8,Caqueta,352800,8,a
12,Choco,1519200,6,e
22,Norte de Santander,748400,1,b
31,Vaupes,1831600,2,e
1,Amazonas,412600,24,d
21,Narino,872400,13,d
14,Cundinamarca,1237600,6,a
31,Vaupes,1606000,13,d
29,Tolima,432600,1,b
32,Vichada,1613200,30,c
31,Vaupes,1276000,28,e
6,Boyaca,1796400,11,e
31,Vaupes,758600,14,a
23,Putumayo,950800,1,b
8,Caqueta,302000,12,b
5,Bolivar,160400,0,b
32,Vichada,1377800,1,b
25,Risaralda,1077800,9,e
26,San Andres y Providencia,601800,20,b
26,San Andres y Providencia,219000,11,a
1,Amazonas,919800,14,c
25,Risaralda,1317800,28,d
13,Cordoba,1893400,9,b
21,Narino,1010600,5,a
15,Guainia,1299400,27,d
6,Boyaca,998400,20,a
8,Caqueta,1976000,11,b
27,Santander,1420800,10,b
23,Putumayo,715000,25,a
21,Narino,1287800,26,b
15,Guainia,442400,28,b
7,Caldas,92200,22,c
25,Risaralda,1162800,1,d
26,San Andres y Providencia,1710000,5,a
30,Valle del Cauca,1553200,17,b
4,Atlantico,757600,25,a
13,Cordoba,1414200,14,a
28,Sucre,146000,28,b
20,Meta,342600,15,d
21,Narino,1710400,1,c
12,Choco,1092200,30,c
20,Meta,72200,8,d
29,Tolima,1986800,3,e
23,Putumayo,1227400,13,b
1,Amazonas,1846200,25,a
17,Huila,638400,29,c
24,Quindio,1979600,13,d
7,Caldas,1312000,17,b
23,Putumayo,1649000,12,a
5,Bolivar,1191200,12,b
7,Caldas,484600,19,c
4,Atlantico,270200,16,e
20,Meta,89600,24,d
5,Bolivar,1486200,6,c
22,Norte de Santander,1260000,3,e
31,Vaupes,1145000,1,a
28,Sucre,13600,1,a
27,Santander,1283600,0,c
18,La Guajira,130800,20,a
30,Valle del Cauca,1058200,13,a
12,Choco,469400,15,d
9,Casanare,1339600,21,a
8,Caqueta,1171800,10,c
22,Norte de Santander,1301800,16,c
26,San Andres y Providencia,1237200,20,c
28,Sucre,1949800,2,d
20,Meta,1387400,14,e
1,Amazonas,421600,8,b
18,La Guajira,999000,3,a
3,Arauca,650400,10,b
10,Cauca,1795000,26,b
28,Sucre,1078600,13,c
29,Tolima,419400,2,b
14,Cundinamarca,968800,16,b
31,Vaupes,847800,12,b
8,Caqueta,707800,24,e
21,Narino,667200,1,e
13,Cordoba,1443800,28,d
21,Narino,965000,16,c
2,Antioquia,574600,9,e
10,Cauca,157600,14,d
19,Magdalena,1661200,19,c
4,Atlantico,259400,2,c
16,Guaviare,1597400,10,b
4,Atlantico,1526800,26,a
30,Valle del Cauca,651800,2,b
32,Vichada,1235800,22,a
7,Caldas,1166800,14,b
32,Vichada,1424400,28,b
18,La Guajira,1429400,14,c
26,San Andres y Providencia,1717400,4,c
28,Sucre,56600,30,a
10,Cauca,227600,20,a
2,Antioquia,1310400,3,e
5,Bolivar,494400,28,c
28,Sucre,1873200,18,c
4,Atlantico,681400,22,b
6,Boyaca,1150600,15,d
17,Huila,333000,28,e
5,Bolivar,1731600,13,a
15,Guainia,938600,23,a
15,Guainia,668400,28,c
21,Narino,429400,2,b
20,Meta,1533800,13,a
11,Cesar,923800,30,e
27,Santander,1812600,22,d
17,Huila,1139200,17,c
1,Amazonas,1675000,6,e
30,Valle del Cauca,179600,3,e
25,Risaralda,1774000,14,d
14,Cundinamarca,1242400,26,b
24,Quindio,1035200,30,d
14,Cundinamarca,484400,25,e
9,Casanare,569800,23,e
29,Tolima,1386800,2,a
17,Huila,689800,13,a
26,San Andres y Providencia,872400,22,b
27,Santander,253000,13,e
5,Bolivar,864200,14,a
20,Meta,602000,25,a
4,Atlantico,879800,27,b
1,Amazonas,748000,23,c
14,Cundinamarca,541000,8,c
11,Cesar,333200,18,b
18,La Guajira,1308600,20,c
3,Arauca,1076200,30,c
11,Cesar,1574400,22,d
24,Quindio,396000,16,a
16,Guaviare,214600,16,a
11,Cesar,1776000,18,c
18,La Guajira,1372400,4,b
4,Atlantico,1563400,18,c
19,Magdalena,471400,4,b
25,Risaralda,1796800,25,e
10,Cauca,936000,2,b
27,Santander,1572000,13,b
26,San Andres y Providencia,511600,13,b
30,Valle del Cauca,734400,3,b
23,Putumayo,141400,21,c
4,Atlantico,1391800,1,b
21,Narino,1494400,28,b
15,Guainia,143400,28,a
27,Santander,1776000,22,e
18,La Guajira,1897800,1,c
9,Casanare,1828000,2,b
16,Guaviare,110200,17,d
13,Cordoba,1917800,16,b
27,Santander,1796400,29,b
15,Guainia,1930200,7,c
27,Santander,510600,28,a
1,Amazonas,851600,21,c
13,Cordoba,538600,16,c
15,Guainia,341400,12,d
8,Caqueta,1384000,8,e
18,La Guajira,1297400,9,e
18,La Guajira,754400,1,a
25,Risaralda,1617800,23,c
31,Vaupes,1148200,6,e
5,Bolivar,1862000,14,d
29,Tolima,261200,17,c
10,Cauca,1937400,18,e
4,Atlantico,348400,7,d
2,Antioquia,731200,21,e
25,Risaralda,1650600,4,d
18,La Guajira,1981400,3,d
10,Cauca,1287600,24,b
19,Magdalena,578600,28,a
4,Atlantico,1468200,18,d
2,Antioquia,46000,3,b
28,Sucre,339400,4,c
25,Risaralda,1541800,11,d
7,Caldas,1161800,3,d
26,San Andres y Providencia,1660800,28,c
27,Santander,662200,26,c
7,Caldas,347800,29,d
16,Guaviare,1300000,30,a
22,Norte de Santander,1589200,30,a
13,Cordoba,583000,7,c
17,Huila,1095600,14,d
13,Cordoba,1907800,11,c
2,Antioquia,1096800,3,c
7,Caldas,256000,24,a
23,Putumayo,1148600,15,a
28,Sucre,1595200,10,b
24,Quindio,1211800,1,a
9,Casanare,1661400,27,e
26,San Andres y Providencia,680400,12,c
9,Casanare,467000,24,d
13,Cordoba,507400,28,d
3,Arauca,1971200,3,a
20,Meta,474200,8,c
26,San Andres y Providencia,411800,5,d
32,Vichada,128600,5,c
7,Caldas,141000,4,d
31,Vaupes,999400,18,e
26,San Andres y Providencia,1102400,5,b
14,Cundinamarca,180200,13,e
5,Bolivar,423400,22,a
12,Choco,697000,8,b
2,Antioquia,942600,12,b
26,San Andres y Providencia,1767000,17,c
25,Risaralda,125600,26,e
2,Antioquia,423600,2,d
5,Bolivar,1101800,13,d
8,Caqueta,565400,7,d
6,Boyaca,410400,5,b
21,Narino,1451200,2,e
8,Caqueta,314200,18,c
17,Huila,1600400,3,b
20,Meta,1719000,10,a
16,Guaviare,671800,1,e
6,Boyaca,338200,10,c
27,Santander,567000,6,e
23,Putumayo,1549800,20,a
